Areaname,STCOU,LND010190F,LND010190D,LND010190N1,LND010190N2,LND010200F,LND010200D,LND010200N1,LND010200N2,LND110180F,LND110180D,LND110180N1,LND110180N2,LND110190F,LND110190D,LND110190N1,LND110190N2,LND110200F,LND110200D,LND110200N1,LND110200N2,LND110210F,LND110210D,LND110210N1,LND110210N2,LND210190F,LND210190D,LND210190N1,LND210190N2,LND210200F,LND210200D,LND210200N1,LND210200N2
"Fulton, AR",5049,0,620.36,0,0,0,620.31,0,0,0,616.09,0,0,0,618.23,0,0,0,618.16,0,0,0,618.19,0,0,0,2.13,0,0,0,2.16,0,0
"Garland, AR",5051,0,734.61,0,0,0,734.57,0,0,0,656.91,0,0,0,678.05,0,0,0,677.22,0,0,0,677.78,0,0,0,56.56,0,0,0,57.35,0,0
"Grant, AR",5053,0,633.06,0,0,0,633.01,0,0,0,632.97,0,0,0,631.83,0,0,0,631.78,0,0,0,631.81,0,0,0,1.23,0,0,0,1.23,0,0
"Greene, AR",5055,0,579.69,0,0,0,579.65,0,0,0,578.54,0,0,0,577.55,0,0,0,577.51,0,0,0,577.7,0,0,0,2.14,0,0,0,2.14,0,0
"Hempstead, AR",5057,0,741.42,0,0,0,741.36,0,0,0,724.53,0,0,0,728.85,0,0,0,728.77,0,0,0,727.52,0,0,0,12.57,0,0,0,12.59,0,0
"Hot Spring, AR",5059,0,622.2,0,0,0,622.16,0,0,0,615.01,0,0,0,614.97,0,0,0,614.93,0,0,0,615.2,0,0,0,7.23,0,0,0,7.22,0,0
"Howard, AR",5061,0,595.24,0,0,0,595.2,0,0,0,573.64,0,0,0,587.47,0,0,0,587.42,0,0,0,588.55,0,0,0,7.77,0,0,0,7.78,0,0
"Independence, AR",5063,0,771.64,0,0,0,771.57,0,0,0,763.42,0,0,0,763.85,0,0,0,763.78,0,0,0,763.95,0,0,0,7.79,0,0,0,7.79,0,0
"Izard, AR",5065,0,584.07,0,0,0,584.02,0,0,0,581.3,0,0,0,580.75,0,0,0,580.68,0,0,0,580.58,0,0,0,3.32,0,0,0,3.34,0,0
"Jackson, AR",5067,0,641.5,0,0,0,641.45,0,0,0,632.74,0,0,0,633.58,0,0,0,633.52,0,0,0,633.94,0,0,0,7.92,0,0,0,7.92,0,0
"Jefferson, AR",5069,0,913.75,0,0,0,913.7,0,0,0,881.9,0,0,0,884.79,0,0,0,884.82,0,0,0,870.75,0,0,0,28.96,0,0,0,28.88,0,0
"Johnson, AR",5071,0,682.78,0,0,0,682.74,0,0,0,675.57,0,0,0,662.21,0,0,0,662.17,0,0,0,659.8,0,0,0,20.57,0,0,0,20.57,0,0
"Lafayette, AR",5073,0,545.11,0,0,0,545.07,0,0,0,517.59,0,0,0,526.54,0,0,0,526.5,0,0,0,528.27,0,0,0,18.57,0,0,0,18.57,0,0
"Lawrence, AR",5075,0,592.39,0,0,0,592.34,0,0,0,589.11,0,0,0,586.61,0,0,0,586.57,0,0,0,587.61,0,0,0,5.78,0,0,0,5.78,0,0
"Lee, AR",5077,0,619.5,0,0,0,619.47,0,0,0,601.64,0,0,0,601.7,0,0,0,601.66,0,0,0,602.62,0,0,0,17.8,0,0,0,17.8,0,0
"Lincoln, AR",5079,0,572.21,0,0,0,572.17,0,0,0,562.45,0,0,0,561.24,0,0,0,561.2,0,0,0,561.52,0,0,0,10.97,0,0,0,10.97,0,0
"Little River, AR",5081,0,564.9,0,0,0,564.87,0,0,0,515.82,0,0,0,531.76,0,0,0,531.73,0,0,0,532.25,0,0,0,33.14,0,0,0,33.14,0,0
"Logan, AR",5083,0,731.55,0,0,0,731.5,0,0,0,717.17,0,0,0,709.92,0,0,0,709.87,0,0,0,708.13,0,0,0,21.63,0,0,0,21.63,0,0
"Lonoke, AR",5085,0,802.48,0,0,0,802.43,0,0,0,782.87,0,0,0,765.5,0,0,0,765.96,0,0,0,770.73,0,0,0,36.98,0,0,0,36.47,0,0
"Madison, AR",5087,0,837.13,0,0,0,837.06,0,0,0,837.47,0,0,0,836.96,0,0,0,836.81,0,0,0,834.26,0,0,0,0.17,0,0,0,0.25,0,0
"Marion, AR",5089,0,640.38,0,0,0,640.35,0,0,0,587.13,0,0,0,597.73,0,0,0,597.7,0,0,0,597.01,0,0,0,42.65,0,0,0,42.65,0,0
"Miller, AR",5091,0,637.53,0,0,0,637.48,0,0,0,619.14,0,0,0,624.08,0,0,0,623.98,0,0,0,625.58,0,0,0,13.45,0,0,0,13.5,0,0
"Mississippi, AR",5093,0,919.8,0,0,0,919.73,0,0,0,896.48,0,0,0,898.32,0,0,0,898.25,0,0,0,900.57,0,0,0,21.48,0,0,0,21.48,0,0
"Monroe, AR",5095,0,621.46,0,0,0,621.41,0,0,0,608.74,0,0,0,606.72,0,0,0,606.65,0,0,0,607.12,0,0,0,14.74,0,0,0,14.76,0,0
"Montgomery, AR",5097,0,800.34,0,0,0,800.29,0,0,0,774.46,0,0,0,780.97,0,0,0,780.93,0,0,0,779.88,0,0,0,19.37,0,0,0,19.36,0,0
"Nevada, AR",5099,0,620.83,0,0,0,620.78,0,0,0,620.45,0,0,0,620.01,0,0,0,619.95,0,0,0,617.84,0,0,0,0.82,0,0,0,0.83,0,0
"Newton, AR",5101,0,823.24,0,0,0,823.18,0,0,0,822.99,0,0,0,823.03,0,0,0,822.97,0,0,0,820.9,0,0,0,0.21,0,0,0,0.21,0,0
"Ouachita, AR",5103,0,739.7,0,0,0,739.63,0,0,0,736.83,0,0,0,732.52,0,0,0,732.45,0,0,0,732.78,0,0,0,7.18,0,0,0,7.18,0,0
"Perry, AR",5105,0,560.51,0,0,0,560.47,0,0,0,550.42,0,0,0,550.96,0,0,0,550.94,0,0,0,551.4,0,0,0,9.55,0,0,0,9.53,0,0
"Phillips, AR",5107,0,727.34,0,0,0,727.29,0,0,0,685.27,0,0,0,692.72,0,0,0,692.67,0,0,0,695.66,0,0,0,34.62,0,0,0,34.62,0,0
"Pike, AR",5109,0,613.93,0,0,0,613.88,0,0,0,598.48,0,0,0,603.06,0,0,0,603.01,0,0,0,600.62,0,0,0,10.87,0,0,0,10.87,0,0
"Poinsett, AR",5111,0,763.44,0,0,0,763.39,0,0,0,762.32,0,0,0,757.79,0,0,0,757.74,0,0,0,758.39,0,0,0,5.65,0,0,0,5.65,0,0
"Polk, AR",5113,0,862.47,0,0,0,862.42,0,0,0,860.39,0,0,0,859.45,0,0,0,859.38,0,0,0,857.68,0,0,0,3.02,0,0,0,3.04,0,0
"Pope, AR",5115,0,830.84,0,0,0,830.79,0,0,0,820.03,0,0,0,811.95,0,0,0,811.9,0,0,0,812.55,0,0,0,18.89,0,0,0,18.89,0,0
"Prairie, AR",5117,0,675.81,0,0,0,675.76,0,0,0,655.55,0,0,0,646,0,0,0,645.93,0,0,0,647.96,0,0,0,29.81,0,0,0,29.83,0,0
"Pulaski, AR",5119,0,807.91,0,0,0,807.84,0,0,0,766.82,0,0,0,770.95,0,0,0,770.82,0,0,0,759.76,0,0,0,36.96,0,0,0,37.02,0,0
"Randolph, AR",5121,0,656.08,0,0,0,656.04,0,0,0,655.99,0,0,0,651.87,0,0,0,651.82,0,0,0,652.19,0,0,0,4.21,0,0,0,4.21,0,0
"St. Francis, AR",5123,0,642.44,0,0,0,642.4,0,0,0,638.44,0,0,0,633.88,0,0,0,633.84,0,0,0,634.77,0,0,0,8.56,0,0,0,8.56,0,0
"Saline, AR",5125,0,730.5,0,0,0,730.46,0,0,0,725.09,0,0,0,724.76,0,0,0,723.46,0,0,0,723.6,0,0,0,5.74,0,0,0,7,0,0
"Scott, AR",5127,0,898.15,0,0,0,898.09,0,0,0,896.48,0,0,0,893.94,0,0,0,893.88,0,0,0,892.32,0,0,0,4.21,0,0,0,4.21,0,0
"Searcy, AR",5129,0,668.56,0,0,0,668.51,0,0,0,668.02,0,0,0,667.2,0,0,0,667.15,0,0,0,666.1,0,0,0,1.36,0,0,0,1.36,0,0
"Sebastian, AR",5131,0,546.07,0,0,0,546.04,0,0,0,534.9,0,0,0,536.37,0,0,0,536.24,0,0,0,531.91,0,0,0,9.7,0,0,0,9.79,0,0
"Sevier, AR",5133,0,581.38,0,0,0,581.35,0,0,0,560.16,0,0,0,563.97,0,0,0,563.94,0,0,0,565.13,0,0,0,17.41,0,0,0,17.41,0,0
"Sharp, AR",5135,0,606.39,0,0,0,606.35,0,0,0,606.14,0,0,0,604.4,0,0,0,604.35,0,0,0,604.44,0,0,0,1.99,0,0,0,1.99,0,0
"Stone, AR",5137,0,609.47,0,0,0,609.43,0,0,0,605.93,0,0,0,606.63,0,0,0,606.59,0,0,0,606.41,0,0,0,2.84,0,0,0,2.84,0,0
"Union, AR",5139,0,1055.36,0,0,0,1055.27,0,0,0,1053.17,0,0,0,1038.99,0,0,0,1038.9,0,0,0,1039.21,0,0,0,16.37,0,0,0,16.37,0,0
"Van Buren, AR",5141,0,724.36,0,0,0,724.32,0,0,0,709.33,0,0,0,711.56,0,0,0,711.51,0,0,0,708.14,0,0,0,12.8,0,0,0,12.81,0,0
"Washington, AR",5143,0,956.07,0,0,0,956.01,0,0,0,950.81,0,0,0,950.24,0,0,0,949.72,0,0,0,941.97,0,0,0,5.83,0,0,0,6.29,0,0
"White, AR",5145,0,1042.43,0,0,0,1042.36,0,0,0,1040.08,0,0,0,1034.15,0,0,0,1034.03,0,0,0,1035.08,0,0,0,8.28,0,0,0,8.33,0,0
"Woodruff, AR",5147,0,594.09,0,0,0,594.05,0,0,0,591.81,0,0,0,586.6,0,0,0,586.56,0,0,0,586.79,0,0,0,7.49,0,0,0,7.49,0,0
"Yell, AR",5149,0,948.89,0,0,0,948.84,0,0,0,930.34,0,0,0,927.89,0,0,0,927.89,0,0,0,929.98,0,0,0,21,0,0,0,20.95,0,0
CALIFORNIA,6000,0,163707.15,0,0,0,163695.57,0,0,0,156299.01,0,0,0,155973.09,0,0,0,155959.34,0,0,0,155779.22,0,0,0,7734.06,0,0,0,7736.23,0,0
"Alameda, CA",6001,0,821.26,0,0,0,821.15,0,0,0,736.36,0,0,0,737.5,0,0,0,737.57,0,0,0,739.02,0,0,0,83.76,0,0,0,83.57,0,0
"Alpine, CA",6003,0,743.23,0,0,0,743.19,0,0,0,738.42,0,0,0,738.66,0,0,0,738.62,0,0,0,738.33,0,0,0,4.57,0,0,0,4.57,0,0
"Amador, CA",6005,0,604.26,0,0,0,604.69,0,0,0,589.29,0,0,0,592.56,0,0,0,592.97,0,0,0,594.58,0,0,0,11.7,0,0,0,11.73,0,0
"Butte, CA",6007,0,1677.22,0,0,0,1677.11,0,0,0,1646.46,0,0,0,1639.6,0,0,0,1639.49,0,0,0,1636.46,0,0,0,37.62,0,0,0,37.62,0,0
"Calaveras, CA",6009,0,1036.92,0,0,0,1036.84,0,0,0,1021.19,0,0,0,1020.18,0,0,0,1020.04,0,0,0,1020.01,0,0,0,16.74,0,0,0,16.81,0,0
"Colusa, CA",6011,0,1156.32,0,0,0,1156.22,0,0,0,1152.38,0,0,0,1150.77,0,0,0,1150.68,0,0,0,1150.73,0,0,0,5.55,0,0,0,5.54,0,0
"Contra Costa, CA",6013,0,802.18,0,0,0,802.15,0,0,0,729.63,0,0,0,720.29,0,0,0,719.95,0,0,0,715.94,0,0,0,81.89,0,0,0,82.2,0,0
"Del Norte, CA",6015,0,1229.84,0,0,0,1229.75,0,0,0,1006.7,0,0,0,1007.89,0,0,0,1007.81,0,0,0,1006.37,0,0,0,221.95,0,0,0,221.94,0,0
"El Dorado, CA",6017,0,1791.29,0,0,0,1788.1,0,0,0,1715.26,0,0,0,1711.48,0,0,0,1710.85,0,0,0,1707.88,0,0,0,79.81,0,0,0,77.25,0,0
"Fresno, CA",6019,0,6017.89,0,0,0,6017.42,0,0,0,5977.78,0,0,0,5963.21,0,0,0,5962.73,0,0,0,5957.99,0,0,0,54.68,0,0,0,54.7,0,0
"Glenn, CA",6021,0,1327.25,0,0,0,1327.16,0,0,0,1319.37,0,0,0,1314.89,0,0,0,1314.79,0,0,0,1313.95,0,0,0,12.36,0,0,0,12.36,0,0
"Humboldt, CA",6023,0,4052.52,0,0,0,4052.22,0,0,0,3579.11,0,0,0,3572.79,0,0,0,3572.49,0,0,0,3567.99,0,0,0,479.73,0,0,0,479.74,0,0
"Imperial, CA",6025,0,4482.08,0,0,0,4481.73,0,0,0,4173.13,0,0,0,4175.05,0,0,0,4174.73,0,0,0,4176.6,0,0,0,307.03,0,0,0,307,0,0
"Inyo, CA",6027,0,10227.75,0,0,0,10226.98,0,0,0,10223.05,0,0,0,10192.07,0,0,0,10203.1,0,0,0,10180.88,0,0,0,35.68,0,0,0,23.88,0,0
"Kern, CA",6029,0,8162.03,0,0,0,8161.42,0,0,0,8129.81,0,0,0,8141.6,0,0,0,8140.96,0,0,0,8131.92,0,0,0,20.43,0,0,0,20.46,0,0
"Kings, CA",6031,0,1391.58,0,0,0,1391.49,0,0,0,1391.75,0,0,0,1389.48,0,0,0,1390.99,0,0,0,1389.42,0,0,0,2.1,0,0,0,0.5,0,0
"Lake, CA",6033,0,1329.59,0,0,0,1329.48,0,0,0,1262.29,0,0,0,1258.47,0,0,0,1257.96,0,0,0,1256.46,0,0,0,71.12,0,0,0,71.52,0,0
"Lassen, CA",6035,0,4720.61,0,0,0,4720.37,0,0,0,4552.53,0,0,0,4557.49,0,0,0,4557.27,0,0,0,4541.18,0,0,0,163.12,0,0,0,163.1,0,0
"Los Angeles, CA",6037,0,4752.32,0,0,0,4752.32,0,0,0,4070.11,0,0,0,4059.97,0,0,0,4060.87,0,0,0,4057.88,0,0,0,692.35,0,0,0,691.45,0,0
"Madera, CA",6039,0,2153.39,0,0,0,2153.32,0,0,0,2144.8,0,0,0,2138.43,0,0,0,2135.86,0,0,0,2137.07,0,0,0,14.96,0,0,0,17.46,0,0
"Marin, CA",6041,0,828.22,0,0,0,828.2,0,0,0,522.73,0,0,0,519.78,0,0,0,519.8,0,0,0,520.31,0,0,0,308.44,0,0,0,308.39,0,0
"Mariposa, CA",6043,0,1462.89,0,0,0,1462.79,0,0,0,1456.02,0,0,0,1451.21,0,0,0,1451.12,0,0,0,1448.82,0,0,0,11.68,0,0,0,11.67,0,0
"Mendocino, CA",6045,0,3878.5,0,0,0,3878.14,0,0,0,3512.11,0,0,0,3509.28,0,0,0,3508.97,0,0,0,3506.34,0,0,0,369.22,0,0,0,369.17,0,0
"Merced, CA",6047,0,1972.02,0,0,0,1971.87,0,0,0,1944.47,0,0,0,1928.89,0,0,0,1928.69,0,0,0,1934.97,0,0,0,43.13,0,0,0,43.18,0,0
"Modoc, CA",6049,0,4203.62,0,0,0,4203.37,0,0,0,4064.37,0,0,0,3944.36,0,0,0,3944.1,0,0,0,3917.77,0,0,0,259.26,0,0,0,259.28,0,0
"Mono, CA",6051,0,3131.89,0,0,0,3131.8,0,0,0,3018.33,0,0,0,3044.48,0,0,0,3044.4,0,0,0,3048.98,0,0,0,87.41,0,0,0,87.4,0,0
"Monterey, CA",6053,0,3771.11,0,0,0,3771.07,0,0,0,3303.09,0,0,0,3321.95,0,0,0,3321.95,0,0,0,3280.6,0,0,0,449.16,0,0,0,449.12,0,0
"Napa, CA",6055,0,788.34,0,0,0,788.27,0,0,0,744.16,0,0,0,753.86,0,0,0,753.73,0,0,0,748.36,0,0,0,34.48,0,0,0,34.53,0,0
"Nevada, CA",6057,0,974.54,0,0,0,974.49,0,0,0,960.23,0,0,0,957.66,0,0,0,957.61,0,0,0,957.77,0,0,0,16.88,0,0,0,16.88,0,0
"Orange, CA",6059,0,947.91,0,0,0,947.98,0,0,0,797.84,0,0,0,789.68,0,0,0,789.4,0,0,0,790.57,0,0,0,158.23,0,0,0,158.57,0,0
"Placer, CA",6061,0,1500.24,0,0,0,1502.78,0,0,0,1416.07,0,0,0,1404.41,0,0,0,1404.37,0,0,0,1407.01,0,0,0,95.83,0,0,0,98.41,0,0
"Plumas, CA",6063,0,2613.75,0,0,0,2613.48,0,0,0,2572.77,0,0,0,2553.96,0,0,0,2553.69,0,0,0,2553.04,0,0,0,59.79,0,0,0,59.78,0,0
"Riverside, CA",6065,0,7303.81,0,0,0,7303.13,0,0,0,7214.03,0,0,0,7208.15,0,0,0,7207.37,0,0,0,7206.48,0,0,0,95.66,0,0,0,95.76,0,0
"Sacramento, CA",6067,0,995.65,0,0,0,995.48,0,0,0,971.35,0,0,0,965.69,0,0,0,965.65,0,0,0,964.64,0,0,0,29.96,0,0,0,29.83,0,0
"San Benito, CA",6069,0,1390.81,0,0,0,1390.73,0,0,0,1387.98,0,0,0,1389.13,0,0,0,1389.06,0,0,0,1388.71,0,0,0,1.68,0,0,0,1.68,0,0
"San Bernardino, CA",6071,0,20106.39,0,0,0,20105.32,0,0,0,20064.44,0,0,0,20061.78,0,0,0,20052.5,0,0,0,20056.94,0,0,0,44.61,0,0,0,52.82,0,0
"San Diego, CA",6073,0,4525.92,0,0,0,4525.52,0,0,0,4211.6,0,0,0,4204.48,0,0,0,4199.89,0,0,0,4206.63,0,0,0,321.44,0,0,0,325.62,0,0
"San Francisco, CA",6075,0,231.89,0,0,0,231.92,0,0,0,46.39,0,0,0,46.7,0,0,0,46.69,0,0,0,46.87,0,0,0,185.19,0,0,0,185.22,0,0
"San Joaquin, CA",6077,0,1426.37,0,0,0,1426.25,0,0,0,1415.19,0,0,0,1399.44,0,0,0,1399.28,0,0,0,1391.32,0,0,0,26.93,0,0,0,26.97,0,0
"San Luis Obispo, CA",6079,0,3615.73,0,0,0,3615.54,0,0,0,3308.12,0,0,0,3304.5,0,0,0,3304.32,0,0,0,3298.57,0,0,0,311.23,0,0,0,311.22,0,0
"San Mateo, CA",6081,0,741.07,0,0,0,741.01,0,0,0,446.6,0,0,0,449.11,0,0,0,449.07,0,0,0,448.41,0,0,0,291.96,0,0,0,291.95,0,0
"Santa Barbara, CA",6083,0,3789.56,0,0,0,3789.08,0,0,0,2747.95,0,0,0,2738.46,0,0,0,2737.01,0,0,0,2735.09,0,0,0,1051.1,0,0,0,1052.07,0,0
"Santa Clara, CA",6085,0,1304.53,0,0,0,1304.01,0,0,0,1292.99,0,0,0,1291.22,0,0,0,1290.69,0,0,0,1290.1,0,0,0,13.31,0,0,0,13.32,0,0
"Santa Cruz, CA",6087,0,607.72,0,0,0,607.16,0,0,0,446.48,0,0,0,445.79,0,0,0,445.24,0,0,0,445.17,0,0,0,161.93,0,0,0,161.92,0,0
"Shasta, CA",6089,0,3847.61,0,0,0,3847.44,0,0,0,3786.17,0,0,0,3785.66,0,0,0,3785.19,0,0,0,3775.4,0,0,0,61.95,0,0,0,62.24,0,0
"Sierra, CA",6091,0,962.03,0,0,0,961.97,0,0,0,959.14,0,0,0,953.44,0,0,0,953.38,0,0,0,953.21,0,0,0,8.59,0,0,0,8.59,0,0
"Siskiyou, CA",6093,0,6347.81,0,0,0,6347.46,0,0,0,6280.73,0,0,0,6287.25,0,0,0,6286.78,0,0,0,6277.89,0,0,0,60.56,0,0,0,60.68,0,0
"Solano, CA",6095,0,906.85,0,0,0,906.67,0,0,0,834.4,0,0,0,828.17,0,0,0,829.19,0,0,0,821.77,0,0,0,78.68,0,0,0,77.48,0,0
"Sonoma, CA",6097,0,1768.35,0,0,0,1768.23,0,0,0,1603.89,0,0,0,1576.21,0,0,0,1575.88,0,0,0,1575.85,0,0,0,192.14,0,0,0,192.35,0,0
"Stanislaus, CA",6099,0,1514.8,0,0,0,1514.67,0,0,0,1506.21,0,0,0,1494.56,0,0,0,1493.79,0,0,0,1494.83,0,0,0,20.24,0,0,0,20.88,0,0
"Sutter, CA",6101,0,608.86,0,0,0,608.58,0,0,0,601.92,0,0,0,602.7,0,0,0,602.54,0,0,0,602.41,0,0,0,6.16,0,0,0,6.04,0,0
"Tehama, CA",6103,0,2962.3,0,0,0,2962.27,0,0,0,2953.31,0,0,0,2951.04,0,0,0,2950.99,0,0,0,2949.71,0,0,0,11.26,0,0,0,11.28,0,0
"Trinity, CA",6105,0,3207.79,0,0,0,3207.54,0,0,0,3189.73,0,0,0,3178.86,0,0,0,3178.61,0,0,0,3179.25,0,0,0,28.93,0,0,0,28.93,0,0
"Tulare, CA",6107,0,4839.41,0,0,0,4839.09,0,0,0,4808.38,0,0,0,4824.33,0,0,0,4823.97,0,0,0,4824.22,0,0,0,15.08,0,0,0,15.12,0,0
"Tuolumne, CA",6109,0,2274.52,0,0,0,2274.34,0,0,0,2233.75,0,0,0,2235.65,0,0,0,2235.41,0,0,0,2220.88,0,0,0,38.87,0,0,0,38.93,0,0
"Ventura, CA",6111,0,2208.36,0,0,0,2208.2,0,0,0,1862.16,0,0,0,1845.95,0,0,0,1845.3,0,0,0,1843.13,0,0,0,362.41,0,0,0,362.9,0,0
"Yolo, CA",6113,0,1022.87,0,0,0,1022.89,0,0,0,1014.26,0,0,0,1012.44,0,0,0,1013.27,0,0,0,1014.69,0,0,0,10.43,0,0,0,9.62,0,0
"Yuba, CA",6115,0,643.55,0,0,0,643.73,0,0,0,640.23,0,0,0,630.45,0,0,0,630.69,0,0,0,631.84,0,0,0,13.1,0,0,0,13.04,0,0
COLORADO,8000,0,104100.32,0,0,0,104093.57,0,0,0,103594.84,0,0,0,103729.54,0,0,0,103717.53,0,0,0,103641.89,0,0,0,370.78,0,0,0,376.04,0,0
"Adams, CO",8001,0,1197.83,0,0,0,1197.71,0,0,0,1234.76,0,0,0,1192.02,0,0,0,1191.93,0,0,0,1167.65,0,0,0,5.81,0,0,0,5.78,0,0
"Alamosa, CO",8003,0,723.59,0,0,0,723.53,0,0,0,719.2,0,0,0,722.81,0,0,0,722.74,0,0,0,722.64,0,0,0,0.78,0,0,0,0.78,0,0
"Arapahoe, CO",8005,0,805.47,0,0,0,805.43,0,0,0,800.03,0,0,0,803.17,0,0,0,803.14,0,0,0,798.1,0,0,0,2.3,0,0,0,2.29,0,0
"Archuleta, CO",8007,0,1354.65,0,0,0,1355.48,0,0,0,1352.6,0,0,0,1349.39,0,0,0,1350.22,0,0,0,1350.18,0,0,0,5.26,0,0,0,5.26,0,0
"Baca, CO",8009,0,2557.24,0,0,0,2557.09,0,0,0,2553.72,0,0,0,2555.87,0,0,0,2555.72,0,0,0,2554.97,0,0,0,1.37,0,0,0,1.37,0,0
"Bent, CO",8011,0,1541.25,0,0,0,1541.12,0,0,0,1517.21,0,0,0,1514.03,0,0,0,1513.9,0,0,0,1512.86,0,0,0,27.22,0,0,0,27.22,0,0
"Boulder, CO",8013,0,751.4,0,0,0,751.37,0,0,0,742.29,0,0,0,742.46,0,0,0,742.46,0,0,0,726.29,0,0,0,8.94,0,0,0,8.91,0,0
"Broomfield, CO",8014,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,33.03,0,0,5,0,0,0,5,0,0,0
"Chaffee, CO",8015,0,1015.07,0,0,0,1015.01,0,0,0,1007.7,0,0,0,1013.52,0,0,0,1013.45,0,0,0,1013.4,0,0,0,1.55,0,0,0,1.55,0,0
"Cheyenne, CO",8017,0,1781.5,0,0,0,1781.37,0,0,0,1782.77,0,0,0,1781.48,0,0,0,1781.35,0,0,0,1778.28,0,0,0,0.02,0,0,0,0.02,0,0
"Clear Creek, CO",8019,0,396.47,0,0,0,396.46,0,0,0,396.33,0,0,0,395.46,0,0,0,395.45,0,0,0,395.23,0,0,0,1.01,0,0,0,1.01,0,0
"Conejos, CO",8021,0,1290.99,0,0,0,1290.87,0,0,0,1284.41,0,0,0,1287.34,0,0,0,1287.22,0,0,0,1287.39,0,0,0,3.65,0,0,0,3.65,0,0
"Costilla, CO",8023,0,1230.55,0,0,0,1230.44,0,0,0,1226.93,0,0,0,1227.21,0,0,0,1227.1,0,0,0,1226.95,0,0,0,3.34,0,0,0,3.34,0,0
"Crowley, CO",8025,0,800.38,0,0,0,800.33,0,0,0,789.62,0,0,0,789.04,0,0,0,788.99,0,0,0,787.42,0,0,0,11.34,0,0,0,11.34,0,0
"Custer, CO",8027,0,739.95,0,0,0,739.9,0,0,0,740.04,0,0,0,738.93,0,0,0,738.89,0,0,0,738.63,0,0,0,1.02,0,0,0,1.02,0,0
"Delta, CO",8029,0,1148.61,0,0,0,1148.52,0,0,0,1141.19,0,0,0,1142.21,0,0,0,1142.11,0,0,0,1142.05,0,0,0,6.4,0,0,0,6.42,0,0
"Denver, CO",8031,0,154.88,0,0,0,154.94,0,0,0,110.6,0,0,0,153.28,0,0,0,153.35,0,0,0,153,0,0,0,1.6,0,0,0,1.59,0,0
"Dolores, CO",8033,0,1068.14,0,0,0,1068.09,0,0,0,1064.12,0,0,0,1067.01,0,0,0,1066.97,0,0,0,1067.05,0,0,0,1.13,0,0,0,1.13,0,0
"Douglas, CO",8035,0,842.81,0,0,0,842.75,0,0,0,841.04,0,0,0,840.17,0,0,0,840.11,0,0,0,840.25,0,0,0,2.64,0,0,0,2.64,0,0
"Eagle, CO",8037,0,1691.89,0,0,0,1691.8,0,0,0,1689.73,0,0,0,1687.96,0,0,0,1687.88,0,0,0,1684.53,0,0,0,3.93,0,0,0,3.93,0,0
"Elbert, CO",8039,0,1851.01,0,0,0,1850.89,0,0,0,1851.2,0,0,0,1850.9,0,0,0,1850.78,0,0,0,1850.85,0,0,0,0.11,0,0,0,0.11,0,0
"El Paso, CO",8041,0,2129.71,0,0,0,2129.56,0,0,0,2128.88,0,0,0,2126.69,0,0,0,2126.45,0,0,0,2126.8,0,0,0,3.02,0,0,0,3.11,0,0
"Fremont, CO",8043,0,1534.06,0,0,0,1533.95,0,0,0,1537.91,0,0,0,1533.04,0,0,0,1532.93,0,0,0,1533.07,0,0,0,1.02,0,0,0,1.02,0,0
"Garfield, CO",8045,0,2956.08,0,0,0,2955.76,0,0,0,2951.64,0,0,0,2947.49,0,0,0,2947.06,0,0,0,2947.56,0,0,0,8.59,0,0,0,8.7,0,0
"Gilpin, CO",8047,0,150.26,0,0,0,150.25,0,0,0,149.39,0,0,0,149.87,0,0,0,149.87,0,0,0,149.9,0,0,0,0.39,0,0,0,0.39,0,0
"Grand, CO",8049,0,1869.7,0,0,0,1869.6,0,0,0,1854.08,0,0,0,1849.76,0,0,0,1846.67,0,0,0,1846.33,0,0,0,19.94,0,0,0,22.93,0,0
"Gunnison, CO",8051,0,3259.94,0,0,0,3259.75,0,0,0,3237.76,0,0,0,3239.01,0,0,0,3238.81,0,0,0,3239.1,0,0,0,20.93,0,0,0,20.93,0,0
"Hinsdale, CO",8053,0,1123.22,0,0,0,1123.14,0,0,0,1115.39,0,0,0,1117.76,0,0,0,1117.68,0,0,0,1117.25,0,0,0,5.46,0,0,0,5.46,0,0
"Huerfano, CO",8055,0,1593.36,0,0,0,1593.24,0,0,0,1583.57,0,0,0,1590.99,0,0,0,1590.87,0,0,0,1591,0,0,0,2.37,0,0,0,2.38,0,0
"Jackson, CO",8057,0,1621.05,0,0,0,1620.95,0,0,0,1614.47,0,0,0,1613.31,0,0,0,1613.21,0,0,0,1613.72,0,0,0,7.74,0,0,0,7.74,0,0
"Jefferson, CO",8059,0,778.2,0,0,0,778.06,0,0,0,767.89,0,0,0,772.23,0,0,0,772.09,0,0,0,764.21,0,0,0,5.97,0,0,0,5.97,0,0
"Kiowa, CO",8061,0,1785.87,0,0,0,1785.76,0,0,0,1758.21,0,0,0,1771.11,0,0,0,1770.99,0,0,0,1767.77,0,0,0,14.76,0,0,0,14.76,0,0
"Kit Carson, CO",8063,0,2161.71,0,0,0,2161.56,0,0,0,2160.22,0,0,0,2161.02,0,0,0,2160.87,0,0,0,2160.82,0,0,0,0.69,0,0,0,0.69,0,0
"Lake, CO",8065,0,383.93,0,0,0,383.9,0,0,0,379.24,0,0,0,376.92,0,0,0,376.89,0,0,0,376.91,0,0,0,7.01,0,0,0,7.01,0,0
